,player,type,pass_outcome,pass_cross,pass_shot_assist,pass_through_ball,pass_technique,shot_outcome,shot_statsbomb_xg,shot_type,dribble_outcome,match_id,minute,location_x,location_y,pass_end_x,pass_end_y
279,Kolo Habib Touré,Pass,,,,,,,,,,3749493,53,20.7,55.6,6.8,47.6
280,Jens Lehmann,Pass,,,,,,,,,,3749493,53,6.3,47.0,91.6,22.3
281,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,55,35.8,60.5,50.5,50.8
282,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,55,49.9,51.8,60.7,39.3
283,Patrick Vieira,Pass,,,,,,,,,,3749493,55,64.8,36.9,103.7,19.9
284,Thierry Henry,Pass,Incomplete,,,,,,,,,3749493,55,101.3,20.5,107.3,32.6
285,Thierry Henry,Pass,Incomplete,,,,Inswinging,,,,,3749493,55,120.0,0.1,115.8,44.7
286,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749493,56,7.0,44.1,81.9,43.5
287,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,56,85.5,45.3,89.2,15.5
288,Robert Pirès ,Pass,,,,,,,,,,3749493,57,115.0,16.3,106.7,15.7
289,Fredrik Ljungberg,Pass,,,True,,,,,,,3749493,57,105.4,16.3,86.1,22.8
290,Robert Pirès ,Pass,,,True,,,,,,,3749493,57,101.9,38.7,92.2,50.8
291,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,58,29.9,60.5,37.2,47.7
292,Patrick Vieira,Pass,,,,,,,,,,3749493,58,37.2,47.7,49.1,39.3
293,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749493,58,25.1,23.4,26.3,26.4
294,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749493,58,21.4,12.5,22.6,9.6
295,Ashley Cole,Pass,,,,,,,,,,3749493,59,31.7,0.1,40.2,6.0
296,Thierry Henry,Pass,,,,,,,,,,3749493,59,38.4,5.4,31.7,3.6
297,Ashley Cole,Pass,,,,,,,,,,3749493,59,29.1,4.7,31.1,16.3
298,Robert Pirès ,Pass,,,,,,,,,,3749493,59,29.1,15.7,20.8,5.9
299,Kolo Habib Touré,Pass,Out,,,,,,,,,3749493,59,19.6,6.6,60.1,0.6
300,Patrick Vieira,Pass,,,,,,,,,,3749493,60,49.9,4.8,76.9,6.0
301,Robert Pirès ,Pass,,,,,,,,,,3749493,60,79.3,8.4,77.1,22.2
302,Thierry Henry,Pass,,,,,,,,,,3749493,60,73.9,30.1,60.7,38.7
303,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,60,62.0,37.5,64.4,9.0
304,Patrick Vieira,Pass,,,,,,,,,,3749493,60,64.4,9.0,77.1,4.2
305,Robert Pirès ,Pass,,,,,,,,,,3749493,60,76.5,5.3,62.0,7.8
306,Patrick Vieira,Pass,,,,,,,,,,3749493,60,58.3,6.6,56.5,26.0
307,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,60,56.5,27.2,28.1,22.8
308,Ashley Cole,Pass,,,,,,,,,,3749493,60,28.1,24.2,6.2,39.9
309,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749493,60,6.3,43.5,75.3,43.5
310,Ashley Cole,Pass,,,,,,,,,,3749493,60,26.9,26.0,39.6,30.2
311,Patrick Vieira,Pass,,,,,,,,,,3749493,60,35.8,28.8,55.8,46.4
312,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,60,74.7,43.5,115.6,9.0
313,Patrick Vieira,Pass,,,,,,,,,,3749493,61,95.2,4.2,60.1,39.7
314,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,61,64.4,40.9,63.2,37.3
315,Patrick Vieira,Pass,,,,,,,,,,3749493,61,63.0,45.3,66.2,52.0
316,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,61,63.6,47.0,58.8,46.5
317,Patrick Vieira,Pass,,,,,,,,,,3749493,61,60.0,49.0,57.7,76.2
318,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,61,62.4,75.4,64.2,67.1
319,Patrick Vieira,Pass,,,,,,,,,,3749493,61,64.2,67.1,57.7,75.4
320,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,61,63.0,61.7,63.2,61.5
321,Ashley Cole,Pass,Incomplete,,,,,,,,,3749493,62,13.0,27.8,36.6,13.7
322,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,62,19.0,76.2,32.3,67.7
323,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,62,32.8,64.1,25.7,68.8
324,Martin Keown,Pass,Out,,,,,,,,,3749493,62,25.1,69.4,31.7,80.0
325,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749493,62,31.6,67.0,41.8,59.2
326,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,63,18.4,57.4,43.2,76.8
327,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,63,49.7,71.3,63.6,68.2
328,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,63,44.3,71.8,49.9,63.5
329,Patrick Vieira,Pass,,,,,,,,,,3749493,63,49.9,63.5,56.5,77.4
330,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,63,68.0,75.6,81.3,62.9
331,Patrick Vieira,Pass,,,,,,,,,,3749493,64,84.2,63.5,81.3,76.2
332,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,64,77.7,75.0,68.6,72.5
333,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,64,69.2,65.9,63.8,33.8
334,Ashley Cole,Pass,,,,,,,,,,3749493,64,68.5,28.8,70.4,42.9
335,Patrick Vieira,Pass,,,,,,,,,,3749493,64,68.6,42.8,69.7,74.4
336,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,64,67.4,74.8,77.7,78.0
337,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,64,77.7,78.0,84.3,66.5
338,Thierry Henry,Cross,Incomplete,True,,,,,,,,3749493,65,85.4,62.9,114.4,41.6
339,Thierry Henry,Pass,Incomplete,,,,Inswinging,,,,,3749493,65,120.0,0.1,114.4,40.3
340,Robert Pirès ,Pass,Pass Offside,,,,,,,,,3749493,66,13.6,33.2,63.8,28.4
341,Jens Lehmann,Pass,Out,,,,,,,,,3749493,67,5.0,42.3,114.0,0.6
342,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,68,57.6,80.0,69.1,71.2
343,Robert Pirès ,Pass,,,,,,,,,,3749493,68,69.1,71.2,57.6,62.3
344,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749493,68,56.5,52.0,60.6,50.2
345,Robert Pirès ,Pass,,,,,,,,,,3749493,68,79.3,43.5,89.2,21.1
346,Jens Lehmann,Pass,Unknown,,,,,,,,,3749493,70,7.0,36.1,74.7,71.8
347,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749493,70,71.5,70.6,109.7,38.7
348,Ashley Cole,Pass,Incomplete,,,,,,,,,3749493,70,12.8,14.3,11.2,16.8
349,Ashley Cole,Pass,Incomplete,,,,,,,,,3749493,70,16.0,7.2,57.0,10.3
350,Jens Lehmann,Pass,,,,,,,,,,3749493,72,7.0,44.1,84.9,9.0
351,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,72,102.3,6.0,85.5,40.5
352,Ray Parlour,Pass,,,,,,,,,,3749493,73,92.2,50.8,92.2,51.2
353,Ray Parlour,Pass,Pass Offside,,,,,,,,,3749493,73,71.5,76.0,112.2,63.3
354,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,73,28.1,58.5,36.0,55.6
355,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,73,36.0,55.6,32.8,66.5
356,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,73,32.8,71.9,37.2,77.4
357,Ray Parlour,Pass,,,,,,,,,,3749493,73,37.2,78.0,47.3,70.7
358,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,73,49.1,74.2,63.8,77.4
359,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,74,65.6,77.8,69.2,45.2
360,Patrick Vieira,Pass,,,,,,,,,,3749493,74,69.8,49.0,56.5,27.8
361,Ashley Cole,Pass,,,,,,,,,,3749493,74,60.1,27.8,64.8,41.1
362,Patrick Vieira,Pass,,,,,,,,,,3749493,74,63.8,39.9,63.8,47.1
363,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,74,64.4,47.1,69.7,62.1
364,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,74,77.5,66.3,89.2,51.4
365,Thierry Henry,Pass,,,,,,,,,,3749493,74,87.4,48.4,95.8,23.6
366,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,74,95.7,21.0,87.2,25.2
367,Martin Keown,Pass,,,,,,,,,,3749493,75,109.0,59.8,81.3,76.2
368,Ray Parlour,Pass,,,,,,,,,,3749493,75,81.3,75.6,100.7,78.0
369,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,76,100.5,80.0,113.4,76.8
370,Ray Parlour,Pass,,,,,,,,,,3749493,76,113.4,77.4,102.5,78.4
371,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749493,76,102.5,77.4,83.1,71.8
372,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,76,80.7,68.9,98.2,33.7
373,Thierry Henry,Pass,,,,,,,,,,3749493,76,86.1,41.1,75.3,51.8
374,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,76,75.3,51.8,73.4,31.4
375,Patrick Vieira,Pass,,,,,,,,,,3749493,76,74.5,41.7,85.4,59.8
376,Thierry Henry,Pass,,,,,,,,,,3749493,76,84.3,61.1,85.4,78.0
377,Ray Parlour,Pass,,,,,,,,,,3749493,76,85.4,75.4,103.7,78.6
378,Martin Keown,Pass,,,,,,,,,,3749493,78,56.5,63.3,92.2,77.8
379,Patrick Vieira,Pass,,,,,,,,,,3749493,78,63.2,28.8,62.6,47.7
380,Ray Parlour,Pass,Incomplete,,,,,,,,,3749493,78,63.0,47.6,69.2,62.3
381,Patrick Vieira,Pass,,,,,,,,,,3749493,79,35.8,75.0,78.3,75.6
382,Ray Parlour,Pass,Incomplete,,,,,,,,,3749493,79,78.3,76.2,91.6,68.3
383,Gilberto Aparecido da Silva,Pass,Out,,,,,,,,,3749493,79,67.9,74.4,77.1,80.0
384,Kolo Habib Touré,Pass,,,,,,,,,,3749493,79,19.6,14.9,31.1,5.4
385,Ashley Cole,Pass,,,,,,,,,,3749493,79,32.2,6.5,36.6,21.6
386,Patrick Vieira,Pass,,,,,,,,,,3749493,79,36.6,21.6,56.5,41.7
387,Thierry Henry,Pass,,,,,,,,,,3749493,79,56.5,41.7,53.3,59.8
388,Ray Parlour,Pass,,,,,,,,,,3749493,80,70.4,78.0,84.9,65.7
389,Thierry Henry,Pass,,,,,,,,,,3749493,80,79.5,73.8,77.5,78.6
390,Ray Parlour,Pass,Incomplete,,,,,,,,,3749493,80,81.2,74.8,93.4,62.7
391,Jens Lehmann,Pass,Out,,,,,,,,,3749493,81,11.6,35.5,112.2,0.6
392,Jens Lehmann,Pass,Out,,,,,,,,,3749493,82,16.6,39.3,110.9,0.6
393,Thierry Henry,Pass,,,,,,,,,,3749493,84,61.0,40.1,52.7,44.7
394,Patrick Vieira,Pass,,,,,,,,,,3749493,84,53.5,44.7,56.5,76.8
395,Ray Parlour,Pass,,,,,,,,,,3749493,84,54.1,75.6,81.3,57.9
396,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749493,84,81.3,57.9,99.9,59.7
397,Patrick Vieira,Pass,,,,,,,,,,3749493,84,81.3,80.0,112.2,78.0
398,Ray Parlour,Pass,Incomplete,,,,,,,,,3749493,84,120.0,73.6,112.8,55.6
399,Martin Keown,Pass,Unknown,,,,,,,,,3749493,85,49.9,56.8,88.6,75.6
400,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749493,86,78.9,73.6,113.4,39.7
401,Martin Keown,Pass,Incomplete,,,,,,,,,3749493,87,20.8,58.0,91.6,71.9
402,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749493,88,7.0,36.1,71.6,20.5
403,Martin Keown,Pass,,,,,,,,,,3749493,88,47.4,45.3,57.0,45.3
404,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,88,56.4,45.9,63.6,57.3
405,Ray Parlour,Pass,,,,,,,,,,3749493,88,60.7,55.0,54.7,42.3
406,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749493,88,55.8,47.0,80.6,34.3
407,Ray Parlour,Pass,,,,,,,,,,3749493,89,57.7,80.0,61.2,75.4
408,Gilberto Aparecido da Silva,Pass,Injury Clearance,,,,,,,,,3749493,89,63.2,75.4,112.8,80.0
409,Ashley Cole,Pass,,,,,,,,,,3749493,90,29.9,19.3,52.7,24.2
410,Thierry Henry,Pass,,,,,,,,,,3749493,90,54.7,26.0,45.5,31.4
411,Jens Lehmann,Pass,Unknown,,,,,,,,,3749493,91,22.6,53.8,85.5,29.6
412,Jens Lehmann,Pass,,,,,,,,,,3749493,93,11.8,44.1,65.0,79.0
413,Ray Parlour,Pass,,,,,,,,,,3749493,93,64.2,75.6,70.4,71.3
414,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749493,93,74.7,62.9,85.5,55.6
415,Patrick Vieira,Pass,,,,,,,,,,3749493,93,42.5,56.1,46.7,29.6
416,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,93,43.1,7.7,28.5,14.5
417,Ashley Cole,Pass,,,,,,,,,,3749493,93,28.5,14.5,64.4,6.0
418,Patrick Vieira,Pass,,,,,,,,,,3749493,93,77.7,2.4,69.7,14.5
419,Fredrik Ljungberg,Pass,,,,,,,,,,3749493,93,69.8,14.5,63.6,32.6
420,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749493,93,63.6,32.6,71.0,33.1
421,Thierry Henry,Pass,,,,,,,,,,3749493,93,70.4,62.1,70.4,61.7
422,Ashley Cole,Dribble,,,,,,,,,Complete,3749493,2,56.8,1.7,,
423,Robert Pirès ,Dribble,,,,,,,,,Incomplete,3749493,4,55.7,1.7,,
424,Patrick Vieira,Dribble,,,,,,,,,Complete,3749493,4,72.5,22.0,,
425,Fredrik Ljungberg,Dribble,,,,,,,,,Complete,3749493,12,62.1,41.4,,
426,Robert Pirès ,Dribble,,,,,,,,,Complete,3749493,15,58.6,10.9,,
427,Patrick Vieira,Dribble,,,,,,,,,Complete,3749493,17,57.2,39.8,,
428,Laureano Bisan-Etame Mayer,Dribble,,,,,,,,,Complete,3749493,19,89.9,30.0,,
429,Robert Pirès ,Dribble,,,,,,,,,Incomplete,3749493,30,96.9,2.7,,
430,Thierry Henry,Dribble,,,,,,,,,Complete,3749493,30,106.5,22.0,,
431,Thierry Henry,Dribble,,,,,,,,,Complete,3749493,30,108.6,22.8,,
432,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749493,30,112.7,25.2,,
433,Fredrik Ljungberg,Dribble,,,,,,,,,Complete,3749493,31,68.9,75.4,,
434,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749493,31,106.5,41.6,,
435,Robert Pirès ,Dribble,,,,,,,,,Incomplete,3749493,31,106.9,41.8,,
436,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749493,33,110.8,59.6,,
437,Ashley Cole,Dribble,,,,,,,,,Incomplete,3749493,38,102.6,25.4,,
438,Fredrik Ljungberg,Dribble,,,,,,,,,Incomplete,3749493,45,98.3,59.4,,
439,Laureano Bisan-Etame Mayer,Dribble,,,,,,,,,Incomplete,3749493,47,56.5,77.9,,
440,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749493,48,84.3,42.5,,
441,Ashley Cole,Dribble,,,,,,,,,Incomplete,3749493,55,68.5,6.5,,
442,Robert Pirès ,Dribble,,,,,,,,,Incomplete,3749493,58,48.5,37.5,,
443,Robert Pirès ,Dribble,,,,,,,,,Incomplete,3749493,58,52.9,32.0,,
444,Thierry Henry,Dribble,,,,,,,,,Incomplete,3749493,60,118.2,6.6,,
445,Ray Parlour,Dribble,,,,,,,,,Incomplete,3749493,78,92.2,78.0,,
446,Patrick Vieira,Dribble,,,,,,,,,Complete,3749493,78,54.5,26.0,,
447,Patrick Vieira,Dribble,,,,,,,,,Complete,3749493,90,46.1,28.2,,
448,Patrick Vieira,Dribble,,,,,,,,,Complete,3749493,90,52.7,19.9,,
449,Fredrik Ljungberg,Dribble,,,,,,,,,Complete,3749493,91,54.7,11.5,,
450,Fredrik Ljungberg,Dribble,,,,,,,,,Incomplete,3749493,91,57.0,10.7,,
451,Sylvain Wiltord,Shot,,,,,,Off T,0.022911126,Open Play,,3749493,3,91.5,37.1,,
452,Thierry Henry,Shot,,,,,,Off T,0.077934556,Free Kick,,3749493,10,92.5,11.9,,
453,Thierry Henry,Shot,,,,,,Off T,0.12726969,Free Kick,,3749493,15,99.0,47.7,,
454,Kolo Habib Touré,Shot,,,,,,Off T,0.043405376,Open Play,,3749493,18,114.5,46.0,,
455,Robert Pirès ,Shot,,,,,,Blocked,0.0466182,Open Play,,3749493,31,98.4,44.7,,
456,Thierry Henry,Shot,,,,,,Goal,0.76,Penalty,,3749493,34,107.9,39.7,,
457,Robert Pirès ,Shot,,,,,,Off T,0.10321892,Open Play,,3749493,37,107.9,37.8,,
458,Martin Keown,Shot,,,,,,Blocked,0.05097726,Open Play,,3749493,49,115.8,47.3,,
459,Patrick Vieira,Shot,,,,,,Off T,0.22358908,Open Play,,3749493,51,115.2,42.6,,
460,Patrick Vieira,Shot,,,,,,Blocked,0.019308934,Open Play,,3749493,57,92.4,30.1,,
461,Thierry Henry,Shot,,,,,,Saved,0.027396759,Open Play,,3749493,57,93.6,50.2,,
462,Patrick Vieira,Shot,,,,,,Saved,0.42920002,Open Play,,3749493,57,111.8,33.7,,
463,Robert Pirès ,Shot,,,,,,Goal,0.47650558,Open Play,,3749493,57,114.4,43.6,,
464,Fredrik Ljungberg,Shot,,,,,,Post,0.03677693,Free Kick,,3749493,75,96.7,24.8,,
465,Ashley Cole,Pass,,,,,,,,,,3749358,0,66.7,7.1,65.6,21.7
466,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749358,0,66.3,22.4,71.4,16.2
467,Gilberto Aparecido da Silva,Pass,Out,,,,,,,,,3749358,0,44.6,27.5,45.1,0.8
468,Jens Lehmann,Pass,,,,,,,,,,3749358,1,7.0,44.1,26.0,72.9
469,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,1,40.5,75.3,30.5,57.8
470,Kolo Habib Touré,Pass,,,,,,,,,,3749358,1,33.9,57.4,28.4,35.0
471,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749358,1,29.7,33.8,46.9,30.4
472,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,1,46.9,29.0,28.8,29.9
473,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749358,1,28.1,32.0,34.8,27.1
474,Patrick Vieira,Pass,,,,,,,,,,3749358,1,35.1,29.2,27.2,53.6
475,Kolo Habib Touré,Pass,,,,,,,,,,3749358,1,26.7,52.5,8.4,47.1
476,Jens Lehmann,Pass,,,,,,,,,,3749358,1,8.8,46.9,54.2,67.4
477,Fredrik Ljungberg,Pass,Incomplete,,,,,,,,,3749358,1,54.6,66.9,72.1,62.0
478,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,1,69.7,80.0,48.8,69.5
479,Kolo Habib Touré,Pass,,,,,,,,,,3749358,1,46.9,69.5,54.2,61.1
480,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,1,53.3,62.4,44.8,35.9
481,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749358,1,46.9,34.1,78.8,28.7
482,Thierry Henry,Pass,,,,,,,,,,3749358,1,80.0,29.0,80.0,44.1
483,Sylvain Wiltord,Pass,,,,,,,,,,3749358,2,94.7,62.0,112.1,68.7
484,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749358,2,112.6,71.5,114.2,68.7
485,Robert Pirès ,Pass,Incomplete,,,,Straight,,,,,3749358,2,120.0,80.0,111.2,48.3
486,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,2,87.2,54.5,77.2,64.1
487,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,2,78.8,63.8,87.2,77.1
488,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749358,2,86.3,77.1,111.4,73.2
489,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,2,75.4,52.5,84.2,44.8
490,Robert Pirès ,Pass,,,,,,,,,,3749358,2,84.6,44.5,104.2,25.7
491,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749358,3,44.8,23.8,54.6,6.6
492,Ashley Cole,Pass,,,,,,,,,,3749358,3,53.5,8.3,65.4,17.8
493,Patrick Vieira,Pass,Out,,,,,,,,,3749358,3,65.1,19.0,68.1,1.3
494,Robert Pirès ,Pass,,,,,,,,,,3749358,3,52.6,11.7,64.6,19.0
495,Sylvain Wiltord,Pass,,,,,,,,,,3749358,3,65.4,19.2,52.1,22.0
496,Patrick Vieira,Pass,,,,,,,,,,3749358,3,52.1,22.0,56.7,36.9
497,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,3,61.8,35.9,72.1,38.3
498,Fredrik Ljungberg,Pass,,,,,,,,,,3749358,3,72.5,38.7,74.2,18.7
499,Sylvain Wiltord,Pass,,,,,,,,,,3749358,3,73.3,16.2,74.6,5.4
500,Ashley Cole,Pass,,,,,,,,,,3749358,3,74.6,4.7,75.1,13.3
501,Sylvain Wiltord,Pass,,,,,,,,,,3749358,3,74.6,11.3,66.3,22.0
502,Patrick Vieira,Pass,,,,,,,,,,3749358,3,56.3,22.0,50.9,50.3
503,Kolo Habib Touré,Pass,,,,,,,,,,3749358,3,56.3,37.1,72.6,25.7
504,Robert Pirès ,Pass,,,,,,,,,,3749358,3,56.9,36.2,51.8,64.8
505,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,4,67.2,66.9,79.3,60.8
506,Fredrik Ljungberg,Pass,,,,,,,,,,3749358,4,76.8,51.5,68.4,58.3
507,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,4,68.8,58.1,57.9,20.3
508,Ashley Cole,Pass,,,,,,,,,,3749358,4,55.5,21.1,53.3,38.3
509,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Incomplete,,,,,,,,,3749358,4,54.2,41.5,70.0,44.5
510,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749358,4,64.6,37.5,90.9,65.0
511,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749358,4,53.9,15.0,75.1,25.0
512,Patrick Vieira,Pass,,,True,,,,,,,3749358,4,75.1,27.5,93.5,54.5
513,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,5,52.6,64.1,51.4,72.0
514,Fredrik Ljungberg,Pass,,,,,,,,,,3749358,5,56.9,60.4,50.9,70.4
515,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,5,51.8,71.1,68.1,76.2
516,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,6,65.4,74.8,57.6,63.8
517,Fredrik Ljungberg,Pass,,,,,,,,,,3749358,6,57.6,63.8,51.4,70.8
518,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,6,50.2,69.4,42.1,58.3
519,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749358,6,44.6,58.3,72.1,17.8
520,Robert Pirès ,Pass,,,,,,,,,,3749358,6,62.3,22.0,56.7,28.2
521,Patrick Vieira,Pass,,,,,,,,,,3749358,6,56.0,27.8,75.4,29.2
522,Robert Pirès ,Pass,,,,,,,,,,3749358,6,75.4,28.3,101.8,9.6
523,Thierry Henry,Cross,Incomplete,True,,,,,,,,3749358,6,108.4,9.9,117.0,42.0
524,Fredrik Ljungberg,Pass,Out,,,,,,,,,3749358,6,72.6,63.2,98.1,0.8
525,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Incomplete,,,,,,,,,3749358,6,47.9,6.9,67.9,10.8
526,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749358,6,31.4,20.8,45.6,37.1
527,Fredrik Ljungberg,Pass,,,,,,,,,,3749358,7,45.1,47.4,39.0,64.1
528,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,7,39.7,68.7,54.7,73.6
529,Kolo Habib Touré,Pass,,,,,,,,,,3749358,7,41.8,62.4,46.0,69.5
530,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,7,46.7,68.7,39.0,62.7
531,Kolo Habib Touré,Pass,,,,,,,,,,3749358,7,43.0,60.4,56.3,42.5
532,Sylvain Wiltord,Pass,,,,,,,,,,3749358,7,67.9,23.6,71.2,10.4
533,Thierry Henry,Pass,,,,,,,,,,3749358,7,70.2,11.7,75.4,8.7
534,Robert Pirès ,Pass,,,,,,,,,,3749358,7,73.5,8.3,87.2,6.2
535,Thierry Henry,Pass,Incomplete,,,,,,,,,3749358,7,85.4,17.5,101.4,13.8
536,Thierry Henry,Pass,,,,,,,,,,3749358,7,85.8,25.4,93.9,39.9
537,Fredrik Ljungberg,Pass,,,,,,,,,,3749358,7,94.2,39.0,79.7,45.3
538,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,7,82.1,43.8,53.5,51.7
539,Kolo Habib Touré,Pass,,,,,,,,,,3749358,7,56.7,59.6,69.7,75.0
540,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,7,74.7,74.8,81.2,66.6
541,Fredrik Ljungberg,Pass,,,,,,,,,,3749358,7,83.9,71.7,82.5,77.1
542,Thierry Henry,Pass,Out,,,,,,,,,3749358,8,93.3,62.0,119.3,26.2
543,Kolo Habib Touré,Pass,,,,,,,,,,3749358,8,40.2,45.7,48.4,54.8
544,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749358,9,42.1,80.0,20.0,68.7
545,Kolo Habib Touré,Pass,,,,,,,,,,3749358,9,20.0,68.1,32.3,77.1
546,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749358,9,50.2,72.7,76.3,74.1
547,Jens Lehmann,Pass,,,,,,,,,,3749358,10,10.9,49.0,25.6,21.7
548,Ashley Cole,Pass,,,,,,,,,,3749358,10,48.8,6.9,63.0,14.7
549,Sylvain Wiltord,Pass,,,,,,,,,,3749358,10,56.0,15.0,44.2,19.0
550,Robert Pirès ,Pass,,,,,,,,,,3749358,10,43.5,20.4,11.4,37.1
551,Jens Lehmann,Pass,,,,,,,,,,3749358,10,15.5,42.5,23.9,56.6
552,Kolo Habib Touré,Pass,,,,,,,,,,3749358,10,27.2,55.9,33.4,21.1
553,Ashley Cole,Pass,,,,,,,,,,3749358,10,31.8,13.3,67.2,16.9
554,Sylvain Wiltord,Pass,,,,,,,,,,3749358,10,64.6,16.2,63.9,5.7
555,Robert Pirès ,Pass,,,,,,,,,,3749358,10,64.2,7.8,68.8,21.1
556,Sylvain Wiltord,Pass,Incomplete,,,,,,,,,3749358,11,83.5,26.9,84.7,32.0
557,Sylvain Wiltord,Pass,,,,,,,,,,3749358,11,74.2,31.7,64.7,42.9
558,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749358,11,65.1,43.2,70.9,28.3
559,Patrick Vieira,Pass,,,True,,,,,,,3749358,11,71.8,28.7,79.1,46.6
560,Thierry Henry,Pass,Incomplete,,,,Inswinging,,,,,3749358,11,120.0,0.1,117.5,35.3
